,PLAYER_NAME,combined_zone,SHOT_TYPE,TEAM_NAME,TEAM_ID,PLAYER_ID,FGM,FGA,FG%,shot_value,scaled_pts_per_OREB,OREB%,xpps
19,Mo Bamba,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1628964,3,10,0.3,3,1.4241734612094978,0.1407766990291262,1.0403433070997707
20,Nikola Vucevic,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,202696,18,31,0.5806451612903226,3,1.4241734612094978,0.1407766990291262,1.8260121194606924
21,Terrence Ross,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,203082,23,53,0.4339622641509434,3,1.4241734612094978,0.1407766990291262,1.4153719464418633
22,Wes Iwundu,Above the Break 3_Left Side Center(LC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1628411,2,8,0.25,3,1.4241734612094978,0.1407766990291262,0.9003678290354689
23,Aaron Gordon,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,203932,9,24,0.375,3,1.0627525331779324,0.1935483870967742,1.2535587741747498
24,D.J. Augustin,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,201571,18,32,0.5625,3,1.0627525331779324,0.1935483870967742,1.777491141922325
25,Evan Fournier,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,203095,19,50,0.38,3,1.0627525331779324,0.1935483870967742,1.267530303981352
26,Jarell Martin,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1626185,2,6,0.3333333333333333,3,1.0627525331779324,0.1935483870967742,1.1371293591197333
27,Jerian Grant,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1626170,8,18,0.4444444444444444,3,1.0627525331779324,0.1935483870967742,1.4476077992664442
28,Jonathan Isaac,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1628371,2,13,0.15384615384615385,3,1.0627525331779324,0.1935483870967742,0.635587263498123
29,Jonathon Simmons,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,203613,2,9,0.2222222222222222,3,1.0627525331779324,0.1935483870967742,0.826650918973022
30,Mo Bamba,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1628964,6,15,0.4,3,1.0627525331779324,0.1935483870967742,1.32341642320776
31,Nikola Vucevic,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,202696,2,14,0.14285714285714285,3,1.0627525331779324,0.1935483870967742,0.6048806045825141
32,Terrence Ross,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,203082,28,69,0.4057971014492754,3,1.0627525331779324,0.1935483870967742,1.3396152983458491
33,Wes Iwundu,Above the Break 3_Right Side Center(RC)_24+ ft._3PT Field Goal,3PT Field Goal,Orlando Magic,1610612753,1628411,1,2,0.5,3,1.0627525331779324,0.1935483870967742,1.6028470193398
34,Aaron Gordon,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,203932,9,19,0.47368421052631576,2,0.9903650598570114,0.16049382716049382,1.0310249888118332
35,D.J. Augustin,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,201571,2,11,0.18181818181818182,2,0.9903650598570114,0.16049382716049382,0.49368430078930453
36,Evan Fournier,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,203095,12,23,0.5217391304347826,2,0.9903650598570114,0.16049382716049382,1.1194966202681442
37,Isaiah Briscoe,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,1628515,0,1,0.0,2,0.9903650598570114,0.16049382716049382,0.1589474787424833
38,Jarell Martin,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,1626185,1,1,1.0,2,0.9903650598570114,0.16049382716049382,2.0
39,Jerian Grant,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,1626170,1,8,0.125,2,0.9903650598570114,0.16049382716049382,0.38907904389967285
40,Jonathan Isaac,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,1628371,2,7,0.2857142857142857,2,0.9903650598570114,0.16049382716049382,0.6849624848160595
41,Jonathon Simmons,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,203613,4,9,0.4444444444444444,2,0.9903650598570114,0.16049382716049382,0.977193043745824
42,Melvin Frazier Jr.,In The Paint (Non-RA)_Center(C)_8-16 ft._2PT Field Goal,2PT Field Goal,Orlando Magic,1610612753,1628982,0,1,0.0,2,0.9903650598570114,0.16049382716049382,0.1589474787424833
